food,city,gu,dong,road,address,lat,lng
패스트푸드,서울특별시,구로구,구로동,시흥대로163길,서울특별시 구로구 시흥대로163길 (구로동),37.4817181626736,126.899008796381
치킨,서울특별시,영등포구,영등포동,영신로19길,서울특별시 영등포구 영신로19길 (영등포동),37.5140879862739,126.906346128854
심부름,서울특별시,서초구,양재동,언남10길,서울특별시 서초구 언남10길 (양재동),37.4732307313899,127.044775877872
치킨,서울특별시,영등포구,신길동,신길로42길,서울특별시 영등포구 신길로42길 (신길동),37.5069542236385,126.913717743317
패스트푸드,서울특별시,관악구,봉천동,관악로,서울특별시 관악구 관악로 (봉천동),37.4791724103486,126.952383381179
돈까스/일식,서울특별시,영등포구,신길동,도림로,서울특별시 영등포구 도림로 (신길동),37.5049436062008,126.90256269501
한식,서울특별시,동작구,노량진동,만양로,서울특별시 동작구 만양로 (노량진동),37.5090324994473,126.946287043972
한식,서울특별시,동작구,노량진동,만양로,서울특별시 동작구 만양로 (노량진동),37.5090324994473,126.946287043972
한식,서울특별시,동작구,상도동,장승배기로11가길,서울특별시 동작구 장승배기로11가길 (상도동),37.5059818307579,126.939131896073
심부름,서울특별시,노원구,공릉동,섬밭로,서울특별시 노원구 섬밭로 (공릉동),37.6308435115357,127.06763620127
족발/보쌈,서울특별시,동작구,신대방동,보라매로5가길,서울특별시 동작구 보라매로5가길 (신대방동),37.4917158883253,126.92467842454
심부름,서울특별시,금천구,가산동,범안로,서울특별시 금천구 범안로 (가산동),37.466542362818,126.891975570672
심부름,서울특별시,노원구,공릉동,동일로191가길,서울특별시 노원구 동일로191가길 (공릉동),37.6268732605441,127.07095186609
치킨,서울특별시,은평구,갈현동,연서로29길,서울특별시 은평구 연서로29길 (갈현동),37.6193137825494,126.918167799081
야식,서울특별시,영등포구,대림동,대림로,서울특별시 영등포구 대림로 (대림동),37.4955887543126,126.899574533957
배달전문업체,서울특별시,구로구,고척동,경인로35길,서울특별시 구로구 경인로35길 (고척동),37.4999337386638,126.852568286828
카페/디저트,서울특별시,구로구,고척동,고척로40길,서울특별시 구로구 고척로40길 (고척동),37.5023820591001,126.850932217748
치킨,서울특별시,구로구,궁동,부일로,서울특별시 구로구 부일로 (궁동),37.4932068385015,126.828479909441
배달전문업체,서울특별시,영등포구,영등포동,도신로29사길,서울특별시 영등포구 도신로29사길 (영등포동),37.5104023411283,126.906007798786
한식,서울특별시,영등포구,영등포동,도신로29사길,서울특별시 영등포구 도신로29사길 (영등포동),37.5104023411283,126.906007798786
배달전문업체,서울특별시,영등포구,영등포동,도신로29사길,서울특별시 영등포구 도신로29사길 (영등포동),37.5104023411283,126.906007798786
돈까스/일식,서울특별시,영등포구,영등포동,도신로29사길,서울특별시 영등포구 도신로29사길 (영등포동),37.5104023411283,126.906007798786
카페/디저트,서울특별시,양천구,신정동,신목로,서울특별시 양천구 신목로 (신정동),37.5207113554615,126.873148089858
족발/보쌈,서울특별시,구로구,구로동,구로중앙로19길,서울특별시 구로구 구로중앙로19길 (구로동),37.4944144719639,126.888331995449
찜탕,서울특별시,양천구,신정동,목동동로,서울특별시 양천구 목동동로 (신정동),37.5257045611608,126.871760148612
카페/디저트,서울특별시,양천구,신정동,목동동로,서울특별시 양천구 목동동로 (신정동),37.5257045611608,126.871760148612
회,서울특별시,구로구,개봉동,개봉로17길,서울특별시 구로구 개봉로17길 (개봉동),37.4912792437148,126.852807720193
치킨,서울특별시,구로구,궁동,부일로,서울특별시 구로구 부일로 (궁동),37.4932068385015,126.828479909441
분식,서울특별시,영등포구,신길동,여의대방로,서울특별시 영등포구 여의대방로 (신길동),37.5119822099497,126.925106309115
족발/보쌈,서울특별시,구로구,구로동,구로중앙로28길,서울특별시 구로구 구로중앙로28길 (구로동),37.4998332277314,126.888157232817
치킨,서울특별시,영등포구,신길동,대방천로,서울특별시 영등포구 대방천로 (신길동),37.4999252156459,126.904251535204
족발/보쌈,서울특별시,영등포구,신길동,가마산로,서울특별시 영등포구 가마산로 (신길동),37.5055796842379,126.906424164904
한식,서울특별시,영등포구,대림동,대림로,서울특별시 영등포구 대림로 (대림동),37.4955887543126,126.899574533957
족발/보쌈,서울특별시,영등포구,대림동,대림로,서울특별시 영등포구 대림로 (대림동),37.4955887543126,126.899574533957
패스트푸드,서울특별시,영등포구,영등포동,영신로19길,서울특별시 영등포구 영신로19길 (영등포동),37.5140879862739,126.906346128854
치킨,서울특별시,영등포구,신길동,도신로54길,서울특별시 영등포구 도신로54길 (신길동),37.5103374411344,126.9150095821
치킨,서울특별시,영등포구,대림동,대림로46길,서울특별시 영등포구 대림로46길 (대림동),37.5030231540816,126.896982072583
중식,서울특별시,구로구,구로동,구로동로26길,서울특별시 구로구 구로동로26길 (구로동),37.4899336839289,126.887866128217
치킨,서울특별시,영등포구,대림동,디지털로69가길,서울특별시 영등포구 디지털로69가길 (대림동),37.4940242071262,126.903638143586
족발/보쌈,서울특별시,동작구,신대방동,보라매로5가길,서울특별시 동작구 보라매로5가길 (신대방동),37.4917158883253,126.92467842454
야식,서울특별시,관악구,봉천동,관악로,서울특별시 관악구 관악로 (봉천동),37.4791724103486,126.952383381179
분식,서울특별시,구로구,구로동,구일로10길,서울특별시 구로구 구일로10길 (구로동),37.4954677495445,126.874509230574
치킨,서울특별시,구로구,구로동,가마산로27길,서울특별시 구로구 가마산로27길 (구로동),37.4987130691737,126.890726558033
찜탕,서울특별시,구로구,구로동,도림로,서울특별시 구로구 도림로 (구로동),37.4887863803315,126.890307159688
찜탕,서울특별시,영등포구,대림동,가마산로,서울특별시 영등포구 가마산로 (대림동),37.5055796842379,126.906424164904
치킨,서울특별시,영등포구,도림동,도신로19가길,서울특별시 영등포구 도신로19가길 (도림동),37.5071901689589,126.899972263642
치킨,서울특별시,동작구,노량진동,만양로,서울특별시 동작구 만양로 (노량진동),37.5090324994473,126.946287043972
치킨,서울특별시,구로구,구로동,구로동로,서울특별시 구로구 구로동로 (구로동),37.4909979428838,126.883936729699
치킨,서울특별시,영등포구,신길동,신길로42길,서울특별시 영등포구 신길로42길 (신길동),37.5069542236385,126.913717743317
중식,서울특별시,영등포구,영등포동,영신로,서울특별시 영등포구 영신로 (영등포동),37.5201568262959,126.900985819146
돈까스/일식,서울특별시,영등포구,신길동,도림로,서울특별시 영등포구 도림로 (신길동),37.5049436062008,126.90256269501
카페/디저트,서울특별시,영등포구,신길동,신길로39길,서울특별시 영등포구 신길로39길 (신길동),37.5069832072901,126.908763246127
치킨,서울특별시,영등포구,신길동,신길로39길,서울특별시 영등포구 신길로39길 (신길동),37.5069832072901,126.908763246127
피자,서울특별시,구로구,구로동,구로중앙로31길,서울특별시 구로구 구로중앙로31길 (구로동),37.4990977890082,126.884374511542
한식,서울특별시,구로구,구로동,구로중앙로28길,서울특별시 구로구 구로중앙로28길 (구로동),37.4998332277314,126.888157232817
심부름,서울특별시,노원구,상계동,노해로,서울특별시 노원구 노해로 (상계동),37.6542648828326,127.060467879161
돈까스/일식,서울특별시,구로구,구로동,디지털로31길,서울특별시 구로구 디지털로31길 (구로동),37.4860633545946,126.892067548126
한식,서울특별시,영등포구,신길동,신길로39길,서울특별시 영등포구 신길로39길 (신길동),37.5069832072901,126.908763246127
분식,서울특별시,영등포구,신길동,신풍로,서울특별시 영등포구 신풍로 (신길동),37.5000619299857,126.913030512275
패스트푸드,서울특별시,구로구,구로동,구일로4길,서울특별시 구로구 구일로4길 (구로동),37.4919508889066,126.876081802223
심부름,서울특별시,중랑구,신내동,신내로,서울특별시 중랑구 신내로 (신내동),37.6119244970683,127.096402669893
심부름,서울특별시,도봉구,쌍문동,도봉로,서울특별시 도봉구 도봉로 (쌍문동),37.6666483013397,127.043092851074
심부름,서울특별시,금천구,가산동,범안로,서울특별시 금천구 범안로 (가산동),37.466542362818,126.891975570672
한식,서울특별시,영등포구,영등포동,영신로,서울특별시 영등포구 영신로 (영등포동),37.5201568262959,126.900985819146
분식,서울특별시,영등포구,영등포동,영신로19길,서울특별시 영등포구 영신로19길 (영등포동),37.5140879862739,126.906346128854
분식,서울특별시,영등포구,영등포동,영신로19길,서울특별시 영등포구 영신로19길 (영등포동),37.5140879862739,126.906346128854
회,서울특별시,영등포구,신길동,도림로64길,서울특별시 영등포구 도림로64길 (신길동),37.4969755824181,126.904796865418
한식,서울특별시,영등포구,대림동,도림로61나길,서울특별시 영등포구 도림로61나길 (대림동),37.4990194891676,126.901253369093
한식,서울특별시,영등포구,대림동,도림로61나길,서울특별시 영등포구 도림로61나길 (대림동),37.4990194891676,126.901253369093
한식,서울특별시,영등포구,대림동,도림로61나길,서울특별시 영등포구 도림로61나길 (대림동),37.4990194891676,126.901253369093
야식,서울특별시,구로구,구로동,구일로4길,서울특별시 구로구 구일로4길 (구로동),37.4919508889066,126.876081802223
치킨,서울특별시,구로구,가리봉동,디지털로27길,서울특별시 구로구 디지털로27길 (가리봉동),37.4841021283802,126.890207274516
피자,서울특별시,영등포구,대림동,대림로,서울특별시 영등포구 대림로 (대림동),37.4955887543126,126.899574533957
족발/보쌈,서울특별시,영등포구,영등포동,도신로29사길,서울특별시 영등포구 도신로29사길 (영등포동),37.5104023411283,126.906007798786
치킨,서울특별시,영등포구,신길동,대방천로,서울특별시 영등포구 대방천로 (신길동),37.4999252156459,126.904251535204
회,서울특별시,영등포구,신길동,신길로,서울특별시 영등포구 신길로 (신길동),37.5054633407481,126.910819517771
카페/디저트,서울특별시,서초구,서초동,서초중앙로,서울특별시 서초구 서초중앙로 (서초동),37.493312166774,127.013756012546
한식,서울특별시,서초구,서초동,서초대로54길,서울특별시 서초구 서초대로54길 (서초동),37.4931049057323,127.016125775818
카페/디저트,서울특별시,서초구,서초동,효령로,서울특별시 서초구 효령로 (서초동),37.4834283664006,127.008049863116
한식,서울특별시,금천구,독산동,시흥대로152길,서울특별시 금천구 시흥대로152길 (독산동),37.4768931385524,126.899925154253
분식,서울특별시,금천구,시흥동,독산로36길,서울특별시 금천구 독산로36길 (시흥동),37.4603939102774,126.907541060636
한식,서울특별시,금천구,독산동,시흥대로152길,서울특별시 금천구 시흥대로152길 (독산동),37.4768931385524,126.899925154253
한식,서울특별시,관악구,신림동,서림길,서울특별시 관악구 서림길 (신림동),37.4733311072644,126.93876180648
찜탕,서울특별시,관악구,신림동,호암로,서울특별시 관악구 호암로 (신림동),37.4594937874538,126.930847189375
한식,서울특별시,관악구,신림동,호암로24길,서울특별시 관악구 호암로24길 (신림동),37.469522463888,126.935410116447
찜탕,서울특별시,동작구,신대방동,보라매로5가길,서울특별시 동작구 보라매로5가길 (신대방동),37.4917158883253,126.92467842454
한식,서울특별시,동작구,신대방동,여의대방로24길,서울특별시 동작구 여의대방로24길 (신대방동),37.4984691446043,126.924163653871
야식,서울특별시,관악구,신림동,봉천로,서울특별시 관악구 봉천로 (신림동),37.4864054907977,126.934924651248
한식,서울특별시,금천구,가산동,남부순환로,서울특별시 금천구 남부순환로 (가산동),37.4788845661984,126.892656503509
분식,서울특별시,강남구,역삼동,역삼로4길,서울특별시 강남구 역삼로4길 (역삼동),37.49283521548,127.032107486008
도시락,서울특별시,강북구,미아동,솔샘로,서울특별시 강북구 솔샘로 (미아동),37.6198793811348,127.019226385271
도시락,서울특별시,강북구,미아동,솔매로49길,서울특별시 강북구 솔매로49길 (미아동),37.6282980424725,127.026160724806
분식,서울특별시,강남구,신사동,선릉로153길,서울특별시 강남구 선릉로153길 (신사동),37.5247836704213,127.037890763918
족발/보쌈,서울특별시,관악구,신림동,남부순환로,서울특별시 관악구 남부순환로 (신림동),37.4828212341794,126.940656471878
카페/디저트,서울특별시,동작구,상도동,국사봉길,서울특별시 동작구 국사봉길 (상도동),37.4957742861091,126.931629306432
회,서울특별시,금천구,가산동,남부순환로,서울특별시 금천구 남부순환로 (가산동),37.4788845661984,126.892656503509
돈까스/일식,서울특별시,은평구,갈현동,통일로83길,서울특별시 은평구 통일로83길 (갈현동),37.6208444166751,126.918220492148
돈까스/일식,서울특별시,구로구,개봉동,남부순환로97길,서울특별시 구로구 남부순환로97길 (개봉동),37.494167718004,126.859717617043
돈까스/일식,서울특별시,구로구,고척동,경인로33길,서울특별시 구로구 경인로33길 (고척동),37.5003893371466,126.8512427666
돈까스/일식,서울특별시,구로구,고척동,경인로33길,서울특별시 구로구 경인로33길 (고척동),37.5003893371466,126.8512427666
한식,서울특별시,은평구,갈현동,연서로29길,서울특별시 은평구 연서로29길 (갈현동),37.6193137825494,126.918167799081
한식,서울특별시,은평구,갈현동,연서로29길,서울특별시 은평구 연서로29길 (갈현동),37.6193137825494,126.918167799081
아시안/양식,서울특별시,영등포구,대림동,대림로,서울특별시 영등포구 대림로 (대림동),37.4955887543126,126.899574533957
심부름,서울특별시,구로구,고척동,중앙로14길,서울특별시 구로구 중앙로14길 (고척동),37.5068145364448,126.862585351904
심부름,서울특별시,구로구,고척동,중앙로14길,서울특별시 구로구 중앙로14길 (고척동),37.5068145364448,126.862585351904
심부름,서울특별시,금천구,독산동,두산로,서울특별시 금천구 두산로 (독산동),37.4703399911277,126.892920474171
한식,서울특별시,구로구,개봉동,경인로40길,서울특별시 구로구 경인로40길 (개봉동),37.4958823806261,126.859152046457
한식,서울특별시,구로구,개봉동,경인로40길,서울특별시 구로구 경인로40길 (개봉동),37.4958823806261,126.859152046457
야식,서울특별시,구로구,오류동,경인로20가길,서울특별시 구로구 경인로20가길 (오류동),37.4958475596293,126.845840402646
돈까스/일식,서울특별시,관악구,신림동,신림로12길,서울특별시 관악구 신림로12길 (신림동),37.47159470318,126.938458788083
야식,서울특별시,구로구,오류동,경인로20가길,서울특별시 구로구 경인로20가길 (오류동),37.4958475596293,126.845840402646
돈까스/일식,서울특별시,구로구,개봉동,남부순환로97길,서울특별시 구로구 남부순환로97길 (개봉동),37.494167718004,126.859717617043
한식,서울특별시,구로구,구로동,구로중앙로21길,서울특별시 구로구 구로중앙로21길 (구로동),37.4960178141439,126.885975208467
한식,서울특별시,도봉구,쌍문동,노해로,서울특별시 도봉구 노해로 (쌍문동),37.6514703703477,127.03837556498
분식,서울특별시,관악구,신림동,대학5길,서울특별시 관악구 대학5길 (신림동),37.4692867346385,126.939622991595
치킨,서울특별시,금천구,가산동,가산디지털1로,서울특별시 금천구 가산디지털1로 (가산동),37.4764015612746,126.883337170325
배달전문업체,서울특별시,금천구,가산동,가산디지털1로,서울특별시 금천구 가산디지털1로 (가산동),37.4764015612746,126.883337170325
치킨,서울특별시,금천구,가산동,시흥대로153길,서울특별시 금천구 시흥대로153길 (가산동),37.4769805619021,126.895683444785
심부름,서울특별시,도봉구,쌍문동,해등로,서울특별시 도봉구 해등로 (쌍문동),37.6580593832966,127.035369619786
치킨,서울특별시,구로구,구로동,가마산로27길,서울특별시 구로구 가마산로27길 (구로동),37.4987130691737,126.890726558033
족발/보쌈,서울특별시,금천구,가산동,가산로7길,서울특별시 금천구 가산로7길 (가산동),37.4743926620361,126.890385629294
치킨,서울특별시,구로구,구로동,디지털로31길,서울특별시 구로구 디지털로31길 (구로동),37.4860633545946,126.892067548126
야식,서울특별시,강서구,화곡동,강서로,서울특별시 강서구 강서로 (화곡동),37.550170383598,126.836324103117
패스트푸드,서울특별시,관악구,봉천동,관악로,서울특별시 관악구 관악로 (봉천동),37.4791724103486,126.952383381179
야식,서울특별시,구로구,개봉동,개봉로20길,서울특별시 구로구 개봉로20길 (개봉동),37.4932533637634,126.859252196369
족발/보쌈,서울특별시,금천구,가산동,디지털로9길,서울특별시 금천구 디지털로9길 (가산동),37.480010329695,126.886343915549
야식,서울특별시,금천구,가산동,가산디지털1로,서울특별시 금천구 가산디지털1로 (가산동),37.4764015612746,126.883337170325
중식,서울특별시,영등포구,신길동,도신로53길,서울특별시 영등포구 도신로53길 (신길동),37.5120970769563,126.914974446267
카페/디저트,서울특별시,금천구,가산동,가산로,서울특별시 금천구 가산로 (가산동),37.4733524038116,126.895001938357
심부름,서울특별시,강남구,논현동,언주로114길,서울특별시 강남구 언주로114길 (논현동),37.5100751704362,127.03893667281
치킨,서울특별시,관악구,신림동,난곡로,서울특별시 관악구 난곡로 (신림동),37.4718169349613,126.919624615862
돈까스/일식,서울특별시,금천구,가산동,가산디지털1로,서울특별시 금천구 가산디지털1로 (가산동),37.4764015612746,126.883337170325
분식,서울특별시,관악구,신림동,신림로,서울특별시 관악구 신림로 (신림동),37.4752641311216,126.936536716245
심부름,서울특별시,금천구,가산동,가산디지털1로,서울특별시 금천구 가산디지털1로 (가산동),37.4764015612746,126.883337170325
패스트푸드,서울특별시,관악구,봉천동,쑥고개로,서울특별시 관악구 쑥고개로 (봉천동),37.4795053124814,126.944107950277
카페/디저트,서울특별시,구로구,오류동,경인로,서울특별시 구로구 경인로 (오류동),37.4970680103663,126.85907314802
돈까스/일식,서울특별시,양천구,신정동,목동동로,서울특별시 양천구 목동동로 (신정동),37.5257045611608,126.871760148612
카페/디저트,서울특별시,영등포구,도림동,도영로,서울특별시 영등포구 도영로 (도림동),37.5110293554391,126.899027227886
돈까스/일식,서울특별시,양천구,신정동,목동동로,서울특별시 양천구 목동동로 (신정동),37.5257045611608,126.871760148612
치킨,서울특별시,관악구,신림동,난곡로,서울특별시 관악구 난곡로 (신림동),37.4718169349613,126.919624615862
패스트푸드,서울특별시,관악구,봉천동,쑥고개로,서울특별시 관악구 쑥고개로 (봉천동),37.4795053124814,126.944107950277
분식,서울특별시,관악구,봉천동,장군봉1길,서울특별시 관악구 장군봉1길 (봉천동),37.4817592062716,126.94172461812
분식,서울특별시,관악구,신림동,문성로38길,서울특별시 관악구 문성로38길 (신림동),37.477075486057,126.930241749205
아시안/양식,서울특별시,구로구,개봉동,개봉로11길,서울특별시 구로구 개봉로11길 (개봉동),37.4879200963407,126.853449319826
카페/디저트,서울특별시,구로구,고척동,경인로47길,서울특별시 구로구 경인로47길 (고척동),37.5021655479696,126.864392387338
돈까스/일식,서울특별시,양천구,신정동,중앙로,서울특별시 양천구 중앙로 (신정동),37.5170934641777,126.854248796966
야식,서울특별시,관악구,봉천동,봉천로,서울특별시 관악구 봉천로 (봉천동),37.4864054907977,126.934924651248
야식,서울특별시,구로구,고척동,경인로47길,서울특별시 구로구 경인로47길 (고척동),37.5021655479696,126.864392387338
야식,서울특별시,구로구,오류동,경인로20가길,서울특별시 구로구 경인로20가길 (오류동),37.4958475596293,126.845840402646
돈까스/일식,서울특별시,양천구,신정동,은행정로,서울특별시 양천구 은행정로 (신정동),37.5244230326839,126.859230313236
돈까스/일식,서울특별시,양천구,신정동,목동동로,서울특별시 양천구 목동동로 (신정동),37.5257045611608,126.871760148612
돈까스/일식,서울특별시,양천구,신정동,목동동로,서울특별시 양천구 목동동로 (신정동),37.5257045611608,126.871760148612
돈까스/일식,서울특별시,양천구,신정동,신월로,서울특별시 양천구 신월로 (신정동),37.5202730603001,126.84467276427
돈까스/일식,서울특별시,양천구,신정동,목동서로,서울특별시 양천구 목동서로 (신정동),37.5287045959832,126.870412465084
돈까스/일식,서울특별시,양천구,신정동,은행정로,서울특별시 양천구 은행정로 (신정동),37.5244230326839,126.859230313236
야식,서울특별시,구로구,고척동,경인로47길,서울특별시 구로구 경인로47길 (고척동),37.5021655479696,126.864392387338
아시안/양식,서울특별시,강서구,화곡동,화곡로20길,서울특별시 강서구 화곡로20길 (화곡동),37.5388301636368,126.836660843506
돈까스/일식,서울특별시,관악구,봉천동,관악로14길,서울특별시 관악구 관악로14길 (봉천동),37.4785764691951,126.95558746457
한식,서울특별시,구로구,가리봉동,우마길,서울특별시 구로구 우마길 (가리봉동),37.4815222814187,126.888200359969
중식,서울특별시,구로구,구로동,가마산로,서울특별시 구로구 가마산로 (구로동),37.4917909274297,126.882034788346
돈까스/일식,서울특별시,양천구,신정동,신정중앙로,서울특별시 양천구 신정중앙로 (신정동),37.5271555880814,126.857650175559
찜탕,서울특별시,도봉구,쌍문동,해등로17길,서울특별시 도봉구 해등로17길 (쌍문동),37.6544840660879,127.037254986664
회,서울특별시,구로구,오류동,경인로23길,서울특별시 구로구 경인로23길 (오류동),37.4968368880574,126.843800921181
한식,서울특별시,영등포구,신길동,여의대방로23길,서울특별시 영등포구 여의대방로23길 (신길동),37.4983186785715,126.918615189534
한식,서울특별시,영등포구,신길동,도신로64길,서울특별시 영등포구 도신로64길 (신길동),37.5122716643409,126.918645850359
돈까스/일식,서울특별시,관악구,봉천동,관악로,서울특별시 관악구 관악로 (봉천동),37.4791724103486,126.952383381179
치킨,서울특별시,관악구,신림동,관천로22길,서울특별시 관악구 관천로22길 (신림동),37.488721142204,126.924572203439
분식,서울특별시,구로구,구로동,가마산로26길,서울특별시 구로구 가마산로26길 (구로동),37.4949582491415,126.891642904218
분식,서울특별시,구로구,구로동,가마산로26길,서울특별시 구로구 가마산로26길 (구로동),37.4949582491415,126.891642904218
아시안/양식,서울특별시,영등포구,신길동,도림로,서울특별시 영등포구 도림로 (신길동),37.5049436062008,126.90256269501
카페/디저트,서울특별시,동작구,신대방동,보라매로7가길,서울특별시 동작구 보라매로7가길 (신대방동),37.4939583748643,126.92577011319
카페/디저트,서울특별시,동작구,신대방동,보라매로7가길,서울특별시 동작구 보라매로7가길 (신대방동),37.4939583748643,126.92577011319
카페/디저트,서울특별시,동작구,신대방동,보라매로7가길,서울특별시 동작구 보라매로7가길 (신대방동),37.4939583748643,126.92577011319
한식,서울특별시,구로구,가리봉동,구로동로2길,서울특별시 구로구 구로동로2길 (가리봉동),37.4839769631681,126.887603900471
